City,AQItotal,PM2.5_AQI,PM10_AQI,NO2_AQI,SO2_AQI,CO_AQI,O3_AQI,Date
HaNoi,37,37,24,19,15,9,8,4/24/2022
HaNoi,45,45,23,20,15,9,7,4/25/2022
HaNoi,43,43,18,17,15,8,7,4/26/2022
HaNoi,35,35,16,13,14,6,7,4/27/2022
HaNoi,32,32,24,16,15,11,7,4/28/2022
HaNoi,46,46,19,14,14,5,6,4/29/2022
HaNoi,36,36,9,9,13,3,7,4/30/2022
HaNoi,16,16,12,14,13,4,9,5/1/2022
HaNoi,23,23,23,20,13,5,9,5/2/2022
HaNoi,43,43,33,27,13,7,15,5/3/2022
HaNoi,66,66,37,31,13,8,14,5/4/2022
HaNoi,62,62,59,28,14,9,12,5/5/2022
HaNoi,102,102,31,18,13,7,6,5/6/2022
HaNoi,49,49,25,14,13,6,6,5/7/2022
HaNoi,39,39,27,12,13,5,6,5/8/2022
HaNoi,43,43,30,14,13,8,6,5/9/2022
HaNoi,46,46,44,21,14,10,8,5/10/2022
HaNoi,68,68,31,22,14,9,8,5/11/2022
HaNoi,49,49,44,13,14,10,10,5/12/2022
HaNoi,67,67, , , , , ,5/13/2022
HaNoi,22,18,22,18,14,7,9,6/17/2022
HaNoi,27,27,23,18,14,6,8,6/18/2022
HaNoi,30,30,28,21,14,6,8,6/19/2022
HaNoi,35,35,25,21,14,3,7,6/20/2022
HaNoi,30,30,23,24,14,3,10,6/21/2022
HaNoi,31,31,29,28,14,7,11,6/22/2022
HaNoi,46,46,25,22,14,3,7,6/23/2022
HaNoi,38,38,17,19,14,2,6,6/24/2022
HaNoi,23,23,21,21,14,2,7,6/25/2022
HaNoi,31,31,17,23,14,4,7,6/26/2022
HaNoi,36,21,23,36,14,9,13,6/27/2022
HaNoi,32,32,29,28,14,6,16,6/28/2022
HaNoi,44,44,25,32,14,8,8,6/29/2022
HaNoi,40,40,23,24,14,3,11,6/30/2022
HaNoi,179,179,98,42,12,14,13,1/3/2022
HaNoi,174,174,58,34,12,10,8,1/4/2022
HaNoi,102,102,45,27,12,8,8,1/5/2022
HaNoi,74,74,51,33,13,8,12,1/6/2022
HaNoi,87,87,55,31,14,8,11,1/7/2022
HaNoi,102,102,48,15,12,6,5,1/8/2022
HaNoi,90,90,41,13,11,7,4,1/9/2022
HaNoi,80,80,41,23,12,8,12,1/10/2022
HaNoi,71,71,62,38,16,13,4,1/11/2022
HaNoi,119,119,58,23,13,7,6,1/12/2022
HaNoi,116,116,74,37,16,13,3,1/13/2022
HaNoi,153,153,69,33,12,11,5,1/14/2022
HaNoi,144,144,61,28,12,11,6,1/15/2022
HaNoi,124,124,18,12,11,5,6,1/16/2022
HaNoi,45,33,45,26,13,9,19,1/17/2022
HaNoi,78,78,53,29,14,8,17,1/18/2022
HaNoi,97,97,57,36,13,11,7,1/19/2022
HaNoi,114,114,62,34,15,10,3,1/20/2022
HaNoi,131,131,56,30,12,12,4,1/21/2022
HaNoi,112,112,54,28,12,11,7,1/22/2022
HaNoi,102,102,34,27,12,9,7,1/23/2022
HaNoi,59,59,29,22,11,9,7,1/24/2022
HaNoi,54,54,27,24,11,9,7,1/25/2022
HaNoi,49,49,26,21,11,7,8,1/26/2022
HaNoi,47,47,28,21,11,6,10,1/27/2022
HaNoi,47,47,32,15,11,7,9,1/28/2022
HaNoi,59,59,27,12,11,7,10,1/29/2022
HaNoi,51,51,20,8,11,5,12,1/30/2022
HaNoi,37,37,19,6,11,4,12,1/31/2022
HaNoi,36,36,13,6,11,4,9,2/1/2022
HaNoi,25,25,18,8,11,4,14,2/2/2022
HaNoi,33,33,31,11,11,5,16,2/3/2022
HaNoi,57,57,41,17,11,5,16,2/4/2022
HaNoi,79,79,51,18,11,7,13,2/5/2022
HaNoi,104,104,50,19,12,7,9,2/6/2022
HaNoi,99,99,28,19,11,8,6,2/7/2022
HaNoi,58,58,11,12,11,6,5,2/8/2022
HaNoi,22,21,22,17,12,6,4,2/9/2022
HaNoi,42,42,36,23,12,9,4,2/10/2022
HaNoi,70,70,28,15,12,7,4,2/11/2022
HaNoi,55,55,12,10,11,4,7,2/12/2022
HaNoi,28,24,28,23,12,8,11,2/13/2022
HaNoi,54,54,48,26,15,8,7,2/14/2022
HaNoi,95,95,54,25,12,11,4,2/15/2022
HaNoi,106,106,52,39,12,12,4,2/16/2022
HaNoi,101,101,33,29,12,11,4,2/17/2022
HaNoi,61,61,8,11,11,4,11,2/18/2022
HaNoi,15,15,9,9,11,3,14,2/19/2022
HaNoi,17,17,14,12,11,4,13,2/20/2022
HaNoi,27,27,16,10,11,4,12,2/21/2022
HaNoi,29,29,29,16,12,4,17,2/22/2022
HaNoi,52,52,49,23,13,5,19,2/23/2022
HaNoi,85,85,72,36,14,7,17,2/24/2022
HaNoi,137,137,78,39,15,8,19,2/25/2022
HaNoi,154,154,89,35,13,8,23,2/26/2022
HaNoi,172,172,75,37,14,9,15,2/27/2022
HaNoi,146,146,63,37,13,9,14,2/28/2022
HaNoi,130,130,55,34,13,9,15,3/1/2022
HaNoi,110,110,54,30,14,8,9,3/2/2022
HaNoi,105,105,35,25,12,8,7,3/3/2022
HaNoi,60,60,33,26,12,8,5,3/4/2022
HaNoi,60,60,28,22,12,7,5,3/5/2022
HaNoi,51,51,30,32,12,13,14,3/6/2022
HaNoi,52,52,44,34,12,9,19,3/7/2022
HaNoi,84,84,38,34,13,7,15,3/8/2022
HaNoi,61,61,31,32,13,7,7,3/9/2022
HaNoi,51,51,30,33,12,8,7,3/10/2022
HaNoi,50,50,23,21,12,4,8,3/11/2022
HaNoi,38,38,22,23,12,5,7,3/12/2022
HaNoi,36,36,25,27,12,8,7,3/13/2022
HaNoi,52,41,52,35,12,9,11,3/14/2022
HaNoi,93,93,40,26,12,7,7,3/15/2022
HaNoi,69,69,36,24,12,9,8,3/16/2022
HaNoi,61,61,51,29,13,10,9,3/17/2022
HaNoi,93,93,34,21,12,7,8,3/18/2022
HaNoi,59,59,39,16,12,4,7,3/19/2022
HaNoi,64,64,41,21,12,7,9,3/20/2022
HaNoi,70,70,40,25,12,9,11,3/21/2022
HaNoi,69,69,17,15,12,4,9,3/22/2022
HaNoi,40,32,40,24,13,9,7,3/23/2022
HaNoi,70,70,38,28,12,11,6,3/24/2022
HaNoi,69,69,51,27,12,9,19,3/25/2022
HaNoi,94,94,29,21,14,5,9,3/26/2022
HaNoi,50,50,36,28,13,8,7,3/27/2022
HaNoi,62,62,53,39,16,12,3,3/28/2022
HaNoi,99,99,49,31,13,10,6,3/29/2022
HaNoi,98,98,28,30,13,9,10,3/30/2022
HaNoi,51,51,6,12,12,3,18,3/31/2022
HaNoi,33,33,18,16,10,6,19,10/1/2021
HaNoi,32,29,23,19,10,7,32,10/2/2021
HaNoi,36,36,16,21,10,8,31,10/3/2021
HaNoi,27,27,17,21,10,7,26,10/4/2021
HaNoi,51,27,51,22,10,7,35,10/5/2021
HaNoi,89,89,53,21,10,8,44,10/6/2021
HaNoi,99,99,38,16,10,4,42,10/7/2021
HaNoi,65,65,25,13,10,4,22,10/8/2021
HaNoi,43,43,9,6,9,2,22,10/9/2021
HaNoi,19,17,10,11,9,4,19,10/10/2021
HaNoi,32,19,15,9,10,3,32,10/11/2021
HaNoi,23,23,16,13,10,3,13,10/12/2021
HaNoi,24,24,9,9,9,2,15,10/13/2021
HaNoi,15,15,9,11,9,3,12,10/14/2021
HaNoi,17,16,10,11,9,4,17,10/15/2021
HaNoi,18,18,9,10,10,3,16,10/16/2021
HaNoi,14,14,11,12, ,4,9,10/17/2021
HaNoi,30,21,30,25,9,10,12,10/18/2021
HaNoi,51,51,43,28,10,9,21,10/19/2021
HaNoi,80,80,26,14,10,5,17,10/20/2021
HaNoi,43,43,17,13,10,4,23,10/21/2021
HaNoi,36,26,36,22,10,5,36,10/22/2021
HaNoi,61,61,42,20,10,5,43,10/23/2021
HaNoi,73,73,51,33,11,11,56,10/24/2021
HaNoi,93,93,67,39,14,11,66,10/25/2021
HaNoi,130,130,56,35,11,10,66,10/26/2021
HaNoi,107,107,55,27,11,7,21,10/27/2021
HaNoi,109,109,18,17,10,5,21,10/28/2021
HaNoi,35,35,10,11,10,4,18,10/29/2021
HaNoi,22,19,22,13,10,6,13,10/30/2021
HaNoi,41,41,15,14,10,6,9,10/31/2021
HaNoi,29,29,21,15,10,7,8,11/1/2021
HaNoi,39,39,36,27,11,12,11,11/2/2021
HaNoi,63,63,28,23,10,7,13,11/3/2021
HaNoi,45,45,27,19,10,5,13,11/4/2021
HaNoi,43,43,27,19,10,5,8,11/5/2021
HaNoi,41,41,30,20,10,7,9,11/6/2021
HaNoi,46,46,20,11,10,3,14,11/7/2021
HaNoi,39,34,39,23,12,5,19,11/8/2021
HaNoi,63,63,36,23,11,5,22,11/9/2021
HaNoi,62,62,52,30,12,7,23,11/10/2021
HaNoi,96,96,53,24,13,5,24,11/11/2021
HaNoi,99,99,39,19,11,4,25,11/12/2021
HaNoi,69,69,57,25,12,7,27,11/13/2021
HaNoi,116,116,66,40,16,9,16,11/14/2021
HaNoi,133,133,71,35,13,8,9,11/15/2021
HaNoi,152,152,52,18,11,6,8,11/16/2021
HaNoi,110,110,21,12,10,4,16,11/17/2021
HaNoi,57,37,57,41,13,13,9,11/18/2021
HaNoi,111,111,51,22,10,7,10,11/19/2021
HaNoi,102,102,34,17,10,5,10,11/20/2021
HaNoi,57,57,24,14,11,4,13,11/21/2021
HaNoi,36,36,30,13,10,3,13,11/22/2021
HaNoi,51,51,38,16,11,6,15,11/23/2021
HaNoi,64,64,51,27,11,9,11,11/24/2021
HaNoi,96,96,57,27,11,8,16,11/25/2021
HaNoi,115,115,54,23,12,5,28,11/26/2021
HaNoi,104,104,74,24,14,7,8,11/27/2021
HaNoi,157,157,55,53,12,17,27,11/28/2021
HaNoi,103,103,53,25,16,6,23,11/29/2021
HaNoi,100,100,46,27,13,7,26,11/30/2021
HaNoi,86,86,61,34,15,9,29,12/1/2021
HaNoi,124,124,64,41,13,14,26,12/2/2021
HaNoi,129,129,53,50,14,16,26,12/3/2021
HaNoi,108,108,61,39,13,9,30,12/4/2021
HaNoi,132,132,70,41,13,12,29,12/5/2021
HaNoi,144,144,71,42,17,10,24,12/6/2021
HaNoi,144,144,73,48,17,11,22,12/7/2021
HaNoi,149,149,73,31,12,7,17,12/8/2021
HaNoi,154,154,75,34,14,8,20,12/9/2021
HaNoi,153,153,62,39,11,10,17,12/10/2021
HaNoi,128,128,61,25,12,7,24,12/11/2021
HaNoi,124,124,34,22,12,7,14,12/12/2021
HaNoi,65,64,65,34,13,10,38,12/13/2021
HaNoi,141,141,69,45,16,13,14,12/14/2021
HaNoi,150,150,62,43,12,15,17,12/15/2021
HaNoi,131,131,57,27,12,8,17,12/16/2021
HaNoi,114,114,39,20,12,5,18,12/17/2021
HaNoi,74,74,55,26,13,6,14,12/18/2021
HaNoi,113,113,62,28,15,7,17,12/19/2021
HaNoi,130,130,57,32,12,8,15,12/20/2021
HaNoi,115,115,74,41,12,10,17,12/21/2021
HaNoi,152,152,55,41,14,9,15,12/22/2021
HaNoi,116,116,51,40,14,11,13,12/23/2021
HaNoi,109,109,52,38,14,10,10,12/24/2021
HaNoi,114,114,49,27,15,7,10,12/25/2021
HaNoi,98,98,17,12,11,5,3,12/26/2021
HaNoi,32,32,20,18,12,5,11,12/27/2021
HaNoi,37,37,32,18,12,5,6,12/28/2021
HaNoi,57,57,41,15,11,5,11,12/29/2021
HaNoi,73,73,54,18,11,7,7,12/30/2021
HaNoi,102,102,65,16,13,6,7,12/31/2021
HaNoi,137,137,58,25,12,9,14,1/1/2022
HaNoi,103,103,95,35,12,11,8,1/2/2022
HaNoi,19,14,15,11,8,5,19,7/1/2021
HaNoi,23,12,17,10,8,5,23,7/2/2021
HaNoi,22,18,15,10,8,6,22,7/3/2021
HaNoi,21,18,11,11,8,7,21,7/4/2021
HaNoi,25,13,16,11,8,9,25,7/5/2021
HaNoi,21,19,16,11,8,6,21,7/6/2021
HaNoi,22,22,9,11,7,10,20,7/7/2021
HaNoi,17,14,11,11,8,7,17,7/8/2021
HaNoi,17,15,14,11,8,7,17,7/9/2021
HaNoi,18,18,12,11,8,5,17,7/10/2021
HaNoi,18,16,13,17,9,5,18,7/11/2021
HaNoi,18,17,12,16,9,3,18,7/12/2021
HaNoi,18,16,12,16,9,4,18,7/13/2021
HaNoi,18,16,10,17,8,5,18,7/14/2021
HaNoi,21,13,15,21,9,7,18,7/15/2021
HaNoi,21,19,15,21,9,5,17,7/16/2021
HaNoi,21,19,12,21,8,6,19,7/17/2021
HaNoi,26,18,23,26,9,8,16,7/18/2021
HaNoi,35,35,20,22,8,5,26,7/19/2021
HaNoi,33,33,12,18,8,4,24,7/20/2021
HaNoi,23,20,22,23,8,7,20,7/21/2021
HaNoi,35,35,10,17,8,6,18,7/22/2021
HaNoi,19,18,13,13,8,4,19,7/23/2021
HaNoi,28,21,15,14,8,3,28,7/24/2021
HaNoi,40,23,13,12,8,3,40,7/25/2021
HaNoi,29,21,9,12,8,3,29,7/26/2021
HaNoi,28,14,13,13,8,3,28,7/27/2021
HaNoi,28,22,18,14,8,4,28,7/28/2021
HaNoi,34,34,21,16,8,4,32,7/29/2021
HaNoi,38,38,14,17,9,3,31,7/30/2021
HaNoi,24,24,6,11,8,2,22,7/31/2021
HaNoi,29,10,12,20,9,3,29,8/1/2021
HaNoi,39,20,15,21,9,3,39,8/2/2021
HaNoi,37,26,21,12,9,4,37,8/3/2021
HaNoi,39,39,21,15,9,4,34,8/4/2021
HaNoi,38,38,23,14,9,4,26,8/5/2021
HaNoi,41,41,13,13,10,3,29,8/6/2021
HaNoi,25,22,24,14,9,4,25,8/7/2021
HaNoi,44,44,41,16,9,5,24,8/8/2021
HaNoi,77,77,16,17,9,4,20,8/9/2021
HaNoi,32,32,19,13,9,4,20,8/10/2021
HaNoi,36,36,21,15,9,4,21,8/11/2021
HaNoi,41,41,23,16,10,4,20,8/12/2021
HaNoi,42,42,26,13,9,3,23,8/13/2021
HaNoi,50,50,9,14,9,3,21,8/14/2021
HaNoi,22,22,14,15,9,4,22,8/15/2021
HaNoi,24,17,1,11,9,3,24,8/16/2021
HaNoi,22,2,1,14,9,3,22,8/17/2021
HaNoi,53,2,53,15,10,3,21,8/18/2021
HaNoi,84,84,22,13,9,3,24,8/19/2021
HaNoi,40,40,33,11,9,2,25,8/20/2021
HaNoi,62,57,62,9,9,2,24,8/21/2021
HaNoi,116,116,20,14,10,3,24,8/22/2021
HaNoi,28,28,17,14,9,4,22,8/23/2021
HaNoi,26,26,10,11,9,3,20,8/24/2021
HaNoi,19,15,11,14,9,4,19,8/25/2021
HaNoi,21,16,10,14,10,3,21,8/26/2021
HaNoi,25,16,8,13,9,2,25,8/27/2021
HaNoi,31,13,10,13,11,2,31,8/28/2021
HaNoi,27,15,12,15,9,3,27,8/30/2021
HaNoi,35,19,15,15,10,3,35,8/31/2021
HaNoi,28,23,13,10,9,2,28,9/1/2021
HaNoi,27,22,17,12,10,3,27,9/2/2021
HaNoi,28,27,12,11,9,3,28,9/3/2021
HaNoi,21,21,7,11,9,3,21,9/4/2021
HaNoi,36,11,14,14,9,3,36,9/5/2021
HaNoi,22,22,19,15,9,4,20,9/6/2021
HaNoi,32,32,12,13,9,4,20,9/7/2021
HaNoi,27,20,4,14,9,4,27,9/8/2021
HaNoi,36,7,10,15,9,5,36,9/9/2021
HaNoi,59,16,16,14,9,4,59,9/10/2021
HaNoi,105,26,26,14,10,4,105,9/11/2021
HaNoi,42,42,27,15,9,5,36,9/12/2021
HaNoi,44,44,15,14,9,4,22,9/13/2021
HaNoi,26,26,12,16,9,5,19,9/14/2021
HaNoi,19,19,16,19,9,7,19,9/15/2021
HaNoi,25,25,9,15,9,6,20,9/16/2021
HaNoi,19,14,12,14,10,4,19,9/17/2021
HaNoi,20,19,12,11,9,3,20,9/18/2021
HaNoi,33,19,19,15,10,4,33,9/19/2021
HaNoi,31,31,24,20,11,7,29,9/20/2021
HaNoi,38,38,19,21,12,6,19,9/21/2021
HaNoi,29,29,17,21,11,6,26,9/22/2021
HaNoi,28,28,15,14,10,4,17,9/23/2021
HaNoi,25,25,11,15,9,6,18,9/24/2021
HaNoi,21,19,15,14,9,5,21,9/25/2021
HaNoi,34,27,14,19,9,7,34,9/26/2021
HaNoi,37,22,23,19,10,6,37,9/27/2021
HaNoi,56,36,27,22,11,7,56,9/28/2021
HaNoi,48,44,23,21,11,7,48,9/29/2021
HaNoi,37,37,20,21,11,8,20,9/30/2021
HaNoi,54,54,28,15,7,12,16,4/1/2021
HaNoi,44,44,34,15,8,11,16,4/2/2021
HaNoi,53,53,43,16,8,11,16,4/3/2021
HaNoi,66,66,41,16,8,14,9,4/4/2021
HaNoi,63,63,44,16,8,10,22,4/5/2021
HaNoi,70,70,31,16,7,9,20,4/6/2021
HaNoi,44,44,32,15,8,10,18,4/7/2021
HaNoi,44,44,30,15,8,7,10,4/8/2021
HaNoi,46,46,43,14,8,9,9,4/9/2021
HaNoi,77,77,44,15,8,10,13,4/10/2021
HaNoi,78,78,28,14,8,5,16,4/11/2021
HaNoi,37,37,23,15,8,7,18,4/12/2021
HaNoi,33,33,24,14,8,7,18,4/13/2021
HaNoi,33,33,24,14,8,8,21,4/14/2021
HaNoi,35,35,26,14,8,8,21,4/15/2021
HaNoi,36,36,20,14,7,6,18,4/16/2021
HaNoi,35,33,35,15,9,9,9,4/17/2021
HaNoi,57,57,27,15,8,8,16,4/18/2021
HaNoi,41,41,21,14,8,5,22,4/19/2021
HaNoi,28,28,22,13,7,4,24,4/20/2021
HaNoi,29,29,24,14,8,6,25,4/21/2021
HaNoi,31,31,23,14,8,6,24,4/22/2021
HaNoi,32,32,27,14,8,5,24,4/23/2021
HaNoi,39,39,32,15,8,9,26,4/24/2021
HaNoi,54,54,27,16,8,9,22,4/25/2021
HaNoi,48,48,22,16,10,9,10,4/26/2021
HaNoi,32,32,22,15,9,6,16,4/27/2021
HaNoi,38,36,15,16,9,5,38,4/28/2021
HaNoi,37,19,37,16,9,5,30,4/29/2021
HaNoi,25,24,18,16,8,7,25,5/4/2021
HaNoi,30,29,30,16,8,7,24,5/5/2021
HaNoi,40,40,27,15,8,6,22,5/6/2021
HaNoi,39,39,25,14,8,5,21,5/7/2021
HaNoi,33,33,20,14,8,4,23,5/8/2021
HaNoi,28,28,23,14,8,4,25,5/9/2021
HaNoi,34,34,25,15,8,7,32,5/10/2021
HaNoi,36,36,23,15,8,6,25,5/11/2021
HaNoi,32,32,23,15,8,5,26,5/12/2021
HaNoi,36,36,16,15,8,4,24,5/13/2021
HaNoi,25,24,17,13,8,3,25,5/14/2021
HaNoi,31,24,20,13,8,4,31,5/15/2021
HaNoi,31,29,16,13,8,4,31,5/16/2021
HaNoi,30,22,14,13,8,4,30,5/17/2021
HaNoi,24,18,19,14,8,5,24,5/18/2021
HaNoi,29,24,19,15,8,6,29,5/19/2021
HaNoi,27,24,19,14,8,5,27,5/20/2021
HaNoi,33,26,17,13,9,4,33,5/21/2021
HaNoi,40,24,16,13,9,4,40,5/22/2021
HaNoi,35,22,9,16,9,4,35,5/23/2021
HaNoi,15,14,8,14,9,5,15,5/24/2021
HaNoi,24,7,8,14,9,6,24,5/25/2021
HaNoi,25,7,8,14,9,6,25,5/26/2021
HaNoi,24,7,7,15,9,6,24,5/27/2021
HaNoi,32,7,7,14,9,5,32,5/29/2021
HaNoi,29,8,19,16,9,6,29,5/30/2021
HaNoi,25,20,22,15,9,6,25,5/31/2021
HaNoi,32,24,25,15,9,6,32,6/1/2021
HaNoi,31,31,25,14,9,6,30,6/2/2021
HaNoi,32,32,19,15,10,3,22,6/3/2021
HaNoi,35,23,31,16,12,6,35,6/4/2021
HaNoi,49,44,49,16,10,7,27,6/5/2021
HaNoi,84,84,24,17,10,7,24,6/6/2021
HaNoi,38,38,18,17,10,7,24,6/7/2021
HaNoi,30,30,16,18,9,7,23,6/8/2021
HaNoi,26,26,16,17,10,10,25,6/9/2021
HaNoi,25,23,17,18,9,9,25,6/10/2021
HaNoi,22,22,16,15,10,4,22,6/11/2021
HaNoi,25,25,7,14,10,4,22,6/12/2021
HaNoi,23,10,11,15,10,5,23,6/13/2021
HaNoi,23,13,16,16,10,7,23,6/14/2021
HaNoi,24,16,16,16,8,7,24,6/15/2021
HaNoi,29,19,9,16,5,7,29,6/16/2021
HaNoi,31,7,15,16,7,6,31,6/17/2021
HaNoi,26,13,14,15,7,5,26,6/18/2021
HaNoi,22,13,19,14,7,5,22,6/19/2021
HaNoi,27,16,23,14,7,6,27,6/20/2021
HaNoi,29,21,25,14,7,5,29,6/21/2021
HaNoi,32,32,14,13,7,6,24,6/22/2021
HaNoi,23,18,20,14,7,10,23,6/23/2021
HaNoi,27,27,22,13,7,10,21,6/24/2021
HaNoi,27,27,16,11,8,7,23,6/25/2021
HaNoi,22,18,14,11,7,5,22,6/26/2021
HaNoi,22,16,16,11,7,6,22,6/27/2021
HaNoi,20,12,17,11,8,7,20,6/28/2021
HaNoi,21,14,16,11,8,6,21,6/29/2021
HaNoi,20,14,17,11,7,5,20,6/30/2021
HaNoi,138,138,72,27,7,14,12,1/4/2021
HaNoi,154,154,57,16,4,10,15,1/5/2021
HaNoi,125,125,49,15,4,10,7,1/6/2021
HaNoi,106,106,14,8,2,8,11,1/7/2021
HaNoi,29,29,22,11,4,6,12,1/8/2021
HaNoi,43,43,26,13,4,6,13,1/9/2021
HaNoi,52,52,32,14,4,7,17,1/10/2021
HaNoi,62,62,31,22,5,12,22,1/11/2021
HaNoi,60,60,50,28,10,14,17,1/12/2021
HaNoi,103,103,57,31,13,12,23,1/13/2021
HaNoi,122,122,62,30,6,17,4,1/14/2021
HaNoi,138,138,60,25,10,15,4,1/15/2021
HaNoi,135,135,47,13,4,8,12,1/16/2021
HaNoi,100,100,36,18,4,10,23,1/17/2021
HaNoi,73,73,42,27,7,13,16,1/18/2021
HaNoi,87,87,48,27,8,15,8,1/19/2021
HaNoi,100,100,68,15,4,18,4,1/20/2021
HaNoi,141,141,63,24,4,17,9,1/21/2021
HaNoi,133,133,63,17,4,14,6,1/22/2021
HaNoi,133,133,49,20,4,11,14,1/23/2021
HaNoi,102,102,35,25,3,14,7,1/24/2021
HaNoi,60,60,28,20,2,12,8,1/25/2021
HaNoi,39,39,24,23,3,12,10,1/26/2021
HaNoi,32,32,25,18,3,11,5,1/27/2021
HaNoi,37,37,36,18,5,10,2,1/28/2021
HaNoi,61,61,55,37,6,21,2,1/29/2021
HaNoi,101,101,51,23,8,15,3,1/30/2021
HaNoi,95,95,40,22,7,12,3,1/31/2021
HaNoi,57,57,36,26,9,12,7,2/1/2021
HaNoi,53,53,38,32,9,10,17,2/2/2021
HaNoi,55,55,41,37,9,13,15,2/3/2021
HaNoi,65,65,40,38,9,12,12,2/4/2021
HaNoi,62,62,39,35,9,10,18,2/5/2021
HaNoi,62,62,38,34,10,10,15,2/6/2021
HaNoi,62,62,37,25,9,8,19,2/7/2021
HaNoi,65,65,13,18,6,6,23,2/8/2021
HaNoi,33,26,33,24,9,10,25,2/9/2021
HaNoi,61,61,25,22,8,7,35,2/10/2021
HaNoi,46,46,25,21,8,6,30,2/11/2021
HaNoi,47,47,23,22,8,6,35,2/12/2021
HaNoi,43,43,21,25,8,6,28,2/13/2021
HaNoi,38,38,25,24,8,7,19,2/14/2021
HaNoi,48,48,28,24,8,7,16,2/15/2021
HaNoi,53,53,25,20,8,7,17,2/16/2021
HaNoi,46,46,33,13,10,9,16,2/17/2021
HaNoi,60,60,42,13,11,13,24,2/18/2021
HaNoi,77,77,37,11,11,8,34,2/19/2021
HaNoi,70,70,29,10,10,6,35,2/20/2021
HaNoi,52,52,23,10,8,8,17,2/21/2021
HaNoi,42,42,23,8,7,10,16,2/22/2021
HaNoi,43,43,19,1,6,5,21,2/23/2021
HaNoi,32,32,21,1,6,6,12,2/24/2021
HaNoi,34,34,20,2,6,10,8,2/25/2021
HaNoi,33,33,26,1,6,7,7,2/26/2021
HaNoi,47,47,26,2,7,10,5,2/27/2021
HaNoi,51,51,23,6,7,15,6,2/28/2021
HaNoi,44,44,22,16,7,10,7,3/1/2021
HaNoi,36,35,36,16,7,12,7,3/2/2021
HaNoi,65,65,30,15,7,13,7,3/3/2021
HaNoi,59,59,19,16,7,16,6,3/4/2021
HaNoi,37,37,20,16,7,11,12,3/5/2021
HaNoi,38,38,20,16,7,9,14,3/6/2021
HaNoi,37,37,20,16,7,13,13,3/7/2021
HaNoi,39,39,10,15,7,7,8,3/8/2021
HaNoi,21,21,10,15,7,6,12,3/9/2021
HaNoi,20,20,11,15,7,8,10,3/10/2021
HaNoi,22,22,11,16,7,8,12,3/11/2021
HaNoi,20,20,12,16,7,11,10,3/12/2021
HaNoi,24,24,12,16,7,8,16,3/13/2021
HaNoi,24,24,8,15,7,6,15,3/14/2021
HaNoi,16,16,9,15,7,10,12,3/15/2021
HaNoi,17,17,8,15,7,8,11,3/16/2021
HaNoi,16,16,7,15,7,11,10,3/17/2021
HaNoi,15,15,5,14,7,8,10,3/18/2021
HaNoi,14,10,3,14,7,9,11,3/19/2021
HaNoi,16,7,3,14,7,5,16,3/20/2021
HaNoi,33,5,33,15,7,6,19,3/21/2021
HaNoi,61,51,61,17,9,8,24,3/22/2021
HaNoi,81,81,63,18,11,12,9,3/23/2021
HaNoi,101,101,58,18,8,17,11,3/24/2021
HaNoi,113,113,34,16,7,10,9,3/25/2021
HaNoi,59,59,22,15,7,8,9,3/26/2021
HaNoi,38,38,25,15,7,10,7,3/27/2021
HaNoi,42,42,39,15,7,11,11,3/28/2021
HaNoi,63,63,43,16,7,14,14,3/29/2021
HaNoi,67,67,49,16,7,13,13,3/30/2021
HaNoi,74,74,37,15,7,12,15,3/31/2021
